,name,price,mileage,drivetrain,mpg,fuel_type,transmission,engine,zipcode,oneowner,personal_use
2075,2017 Toyota RAV4 Hybrid Limited,31995.0,47211, AWD ,34–30,Hybrid ,Automatic CVT,2.5L I4 16V MPFI DOHC Hybrid,85260,0,0
2076,2017 Ford Explorer XLT,23091.0,80460, Front-wheel Drive ,17–24,E85 Flex Fuel ,6-Speed Automatic,3.5L V6 24V MPFI DOHC Flexible Fuel,37067,0,1
2077,2013 Land Rover Range Rover Sport HSE,25461.0,77205, Four-wheel Drive ,13–18,Gasoline ,6-Speed Automatic,5.0L V8 32V GDI DOHC,80112,0,0
2078,2020 Ford Explorer ST,48995.0,20415, Four-wheel Drive ,18–24,Gasoline ,10-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo,19036,1,1
2079,2015 Chevrolet Silverado 1500 LT,29498.0,61371, Four-wheel Drive ,17–22,Gasoline ,6-Speed Automatic,5.3L V8 16V GDI OHV,77598,1,1
2080,2015 Chevrolet Malibu 1LT,13899.0,107223, Front-wheel Drive ,25–36,Gasoline ,6-Speed Automatic,2.5L I4 16V GDI DOHC,98271,0,0
2081,2020 Land Rover Range Rover Evoque S,38500.0,12297, All-wheel Drive ,20–27,Gasoline ,Automatic,I4,30305,0,1
2082,2019 Chevrolet Equinox 1LT,23999.0,21436, Front-wheel Drive ,26–32,Gasoline ,6-Speed Automatic,1.5L I4 16V GDI DOHC Turbo,60487,3,3
2083,2020 Ford F-150 Lariat,49995.0,19349, Four-wheel Drive ,18–23,Gasoline ,10-Speed Automatic,2.7L V6 24V PDI DOHC Twin Turbo,8234,3,3
2084,2021 Chevrolet Tahoe RST,69007.0,11422, Four-wheel Drive ,16–20,Gasoline ,10-Speed Automatic,5.3L V8 16V GDI OHV,11716,1,1
2085,2020 Ford EcoSport S,18989.0,45003, Front-wheel Drive ,27–29,Gasoline ,6-Speed Automatic,1.0L I3 12V GDI DOHC Turbo,78717,3,3
2086,2012 Ford F-150 JLP,39847.0,10433, Rear-wheel Drive ,17–23,E85 Flex Fuel ,6-Speed Automatic,5.0L V8 32V MPFI DOHC Flexible Fuel,22406,3,3
2087,2019 Mercedes-Benz S-Class S 560 4MATIC,58950.0,45083, All-wheel Drive ,17–27,Gasoline ,9-Speed Automatic,4.0L V8 32V GDI DOHC Twin Turbo,10466,3,3
2088,2008 Ford F-350 Super Duty,13999.0,164250, Four-wheel Drive ,None,Diesel ,Automatic,6.4L V8 32V DDI OHV Twin Turbo Diesel,98409,3,3
2089,2018 Chevrolet Trax LT,17803.0,56704, Front-wheel Drive ,25–33,Gasoline ,6-Speed Automatic,1.4L I4 16V MPFI DOHC Turbo,77034,3,3
2090,2021 Lexus RC 350 ,50499.0,2869, All-wheel Drive ,19–26,Gasoline ,6-Speed Automatic,3.5L V6 24V PDI DOHC,98229,3,3
2091,2019 Honda Odyssey EX-L,41780.0,22618, Front-wheel Drive ,19–28,Gasoline ,Automatic,Regular Unleaded V-6 3.5 L/212,22304,1,1
2092,2008 Mercedes-Benz SL-Class SL550 Roadster,19990.0,36224, Rear-wheel Drive ,14–21,Gasoline ,7-Speed Automatic,5.5L V8 32V MPFI DOHC,48048,3,3
2093,2019 Ford Escape SE,23995.0,12214, Four-wheel Drive ,22–28,Gasoline ,6-Speed Automatic,1.5L I4 16V GDI DOHC Turbo,44137,1,1
2094,2020 Ford Fusion SE,17990.0,18131, Front-wheel Drive ,23–34,Gasoline ,6-Speed Automatic,1.5L I4 16V GDI DOHC Turbo,75050,3,3
2095,2018 Volvo S90 T5 Momentum,28998.0,26259, Front-wheel Drive ,24–34,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,33415,1,1
2096,2020 Ford F-150 Lariat,38492.0,50569, Rear-wheel Drive ,20–26,Gasoline ,10-Speed Automatic,5.0L V8 32V PDI DOHC,30274,3,3
2097,2018 Nissan Rogue SV,19995.0,66293, All-wheel Drive ,25–32,Gasoline ,xtronic cvt automatic,4 Cylinder Engine,3053,3,3
2098,2016 Audi A6 3.0T Premium Plus,19995.0,98569, All-wheel Drive ,20–29,Gasoline ,8-Speed Automatic,3.0L V6 24V GDI DOHC Supercharged,22554,0,1
2099,2018 Subaru Outback 2.5i Premium,28998.0,32923, All-wheel Drive ,25–32,Gasoline ,Automatic CVT,2.5L H4 16V MPFI DOHC,68118,3,3
2100,2013 BMW 550 i xDrive,17990.0,52299, All-wheel Drive ,16–24,Gasoline ,8-Speed Automatic,4.4L V8 32V GDI DOHC Twin Turbo,11021,0,0
2101,2021 RAM 1500 Sport,41988.0,17295, Four-wheel Drive ,None,Gasoline ,8-Speed Automatic,5.7L V8,60174,0,0
2102,2012 Chevrolet Impala LS,10999.0,72611, Front-wheel Drive ,18–30,E85 Flex Fuel ,6-Speed Automatic,3.6L V6 24V GDI DOHC Flexible Fuel,98033,1,1
2103,2022 Jeep Wagoneer Series III,75991.0,2341, Rear-wheel Drive ,16–22,Gasoline ,8-Speed Automatic,5.7L V8 16V MPFI OHV,32808,1,1
2104,2022 Jeep Wagoneer Series III,71500.0,6776, Rear-wheel Drive ,16–22,Gasoline ,8-Speed Automatic,5.7L V8 16V MPFI OHV,32703,1,0
2105,2020 Toyota Tundra SR5,40992.0,41758, Rear-wheel Drive ,13–18,Gasoline ,6-Speed Automatic,5.7L V8 32V MPFI DOHC,33331,1,1
2106,2019 Mercedes-Benz CLA 250 Base,36998.0,19496, Front-wheel Drive ,24–37,Gasoline ,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,33317,3,3
2107,2018 Mercedes-Benz AMG GLE 63 Base 4MATIC,66998.0,37009, All-wheel Drive ,14–18,Gasoline ,7-Speed Automatic,5.5L V8 32V GDI DOHC Twin Turbo,32809,1,0
2108,2020 Nissan Rogue SV,23808.0,52969, All-wheel Drive ,25–32,Gasoline ,Automatic CVT,2.5L I4 16V MPFI DOHC,21236,3,3
2109,2022 Ford Transit-150 BASE,51000.0,2916, Rear-wheel Drive ,None,Gasoline ,10-Speed Automatic,3.5L V6 24V GDI DOHC Twin Turbo,34771,3,3
2110,2017 Volkswagen Jetta 1.4T S,14742.0,65235, Front-wheel Drive ,28–38,Gasoline ,6-Speed Automatic,1.4L I4 16V GDI DOHC Turbo,8107,3,3
2111,2020 RAM 1500 Limited,61999.0,42775, Four-wheel Drive ,19–24,Gasoline ,8-Speed Automatic,5.7L V8 16V MPFI OHV,30260,1,1
2112,2020 Tesla Model X Long Range,102936.0,12210, All-wheel Drive ,None,Electric ,1-Speed Automatic,Electric,85308,1,1
2113,1996 Mercedes-Benz SL-Class SL500 Roadster,16977.0,37499, – ,16–23,Gasoline ,5-Speed Automatic,5.0L V8 32V MPFI DOHC,22042,0,1
2114,2005 Chevrolet Corvette ,32998.0,17265, Rear-wheel Drive ,None,Gasoline ,4-Speed Automatic,6.0L V8 16V MPFI OHV,8817,0,1
2115,2021 Ford F-150 Lariat,61635.0,6558, Four-wheel Drive ,None,Gasoline ,10-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo,89014,0,1
2116,2016 Toyota 4Runner SR5 Premium,28777.0,30164, Four-wheel Drive ,17–21,Gasoline ,5-Speed Automatic,4.0L V6 24V MPFI DOHC,11432,0,1
2117,2020 Ford F-150 XLT,44870.0,9702, Rear-wheel Drive ,None,Gasoline ,10-Speed Automatic,5.0L V8 32V PDI DOHC,37130,0,1
2118,2019 Ford F-150 XLT,38997.0,28876, Four-wheel Drive ,18–23,Gasoline ,10-Speed Automatic,2.7L V6 24V PDI DOHC Twin Turbo,45833,1,1
2119,2015 Lexus IS 250 250,18999.0,75151, Rear-wheel Drive ,21–30,Gasoline ,6-Speed Automatic,2.5L V6 24V PDI DOHC,11419,0,1
2120,2015 Jeep Grand Cherokee Limited,18200.0,120319, Four-wheel Drive ,17–24,Gasoline ,8-Speed Automatic,3.6L V6 24V MPFI DOHC,3878,3,3
2121,2019 Honda Pilot EX-L,35499.0,34707, All-wheel Drive ,18–26,Gasoline ,Automatic,Regular Unleaded V-6 3.5 L/212,55306,1,1
2122,2003 Chevrolet Suburban 1500 LT,10999.0,114174, Four-wheel Drive ,13–17,E85 Flex Fuel ,4-Speed Automatic,5.3L V8 16V MPFI OHV Flexible Fuel,98087,0,1
2123,2017 Lincoln MKZ Black Label,26995.0,49998, Front-wheel Drive ,21–31,Gasoline ,6-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,32822,0,1
2124,2015 Nissan Pathfinder Platinum,26998.0,65038, 4WD ,19–26,Gasoline ,Automatic CVT,3.5L V6 24V MPFI DOHC,27612,3,3
2125,2018 Ford F-150 XLT,32483.0,46130, Rear-wheel Drive ,20,Gasoline ,10-Speed Automatic,2.7L V6 24V PDI DOHC Twin Turbo,44256,0,1
2126,2021 Ford F-150 Lariat,59994.0,19122, Four-wheel Drive ,None,Gasoline ,10-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo,1545,3,3
2127,2016 Jaguar XF 35t Prestige,23971.0,50752, All-wheel Drive ,20–28,Gasoline ,8-Speed Automatic,3.0L V6 24V GDI DOHC Supercharged,98005,0,1
2128,2019 BMW X7 xDrive50i,79880.0,27289, All-wheel Drive ,15–21,Gasoline ,8-Speed Automatic,4.4L V8 32V GDI DOHC Twin Turbo,60515,1,0
2129,2018 Honda CR-V EX-L,25473.0,69845, All-wheel Drive ,27–33,Gasoline ,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,46303,1,1
2130,2010 Acura ZDX ,18995.0,109780, All-wheel Drive ,16–23,Gasoline ,6-Speed Automatic,3.7L V6 24V MPFI SOHC,98087,0,1
2131,2019 Hyundai Elantra SE,19929.0,94488, Front-wheel Drive ,29–38,Gasoline ,6 speed automatic w/shiftronic,4 Cylinder Engine,67203,0,0
2132,2018 Ford F-150 King Ranch,45990.0,63200, Four-wheel Drive ,16–22,Gasoline ,10-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo,80112,0,0
2133,2015 Subaru XV Crosstrek 2.0i Limited,20998.0,113302, All-wheel Drive ,26–34,Gasoline ,Automatic CVT,2.0L H4 16V MPFI DOHC,6120,3,3
2134,2014 Acura MDX 3.5L Technology Package,23656.0,89943, All-wheel Drive ,18–27,Gasoline ,6-Speed Automatic,3.5L V6 24V GDI SOHC,63048,0,1
2135,2021 Jeep Wrangler Unlimited 4xe Sahara,52962.0,7747, Four-wheel Drive ,None,Hybrid ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo Hybrid,61764,3,3
2136,2014 BMW 650 Gran Coupe i xDrive,35245.0,54905, All-wheel Drive ,16–24,Gasoline ,8-Speed Automatic,4.4L V8 32V GDI DOHC Twin Turbo,98371,0,0
2137,2019 Toyota Camry SE,28495.0,70150, Front-wheel Drive ,28–39,Gasoline ,8-Speed Automatic,2.5L I4 16V PDI DOHC,70817,1,1
2138,2018 Audi A4 2.0T Prestige,31850.0,22134, All-wheel Drive ,24–34,Gasoline ,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,98229,1,0
2139,2021 Honda CR-V EX,33097.0,12497, All-wheel Drive ,27–32,Gasoline ,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,43228,3,3
2140,2021 Jeep Gladiator Sport,44944.0,15456, Four-wheel Drive ,16–23,Gasoline ,8-Speed Automatic,3.6L V6 24V MPFI DOHC,46805,1,1
2141,2018 Buick Enclave Avenir,33398.0,72746, All-wheel Drive ,17–25,Gasoline ,9-Speed Automatic,3.6L V6 24V GDI DOHC,32809,1,1
2142,2020 Ford EcoSport S,19609.0,14765, Front-wheel Drive ,27–29,Gasoline ,6-Speed Automatic,1.0L I3 12V GDI DOHC Turbo,78717,3,3
2143,2002 Lincoln Continental ,2995.0,118000, Front-wheel Drive ,17–25,Gasoline ,4-Speed Automatic,4.6L V8 32V MPFI DOHC,34748,3,3
2144,2021 Cadillac XT6 Premium Luxury AWD,58120.0,10801, All-wheel Drive ,18–25,Gasoline ,9-Speed Automatic,3.6L V6 24V GDI DOHC,48375,1,1
2145,2006 INFINITI M45 Sport,22000.0,20215, Rear-wheel Drive ,17–23,Gasoline ,5-Speed Automatic,4.5L V8 32V MPFI DOHC,66203,0,1
2146,2019 Volkswagen Golf Alltrack TSI SE,29000.0,27500, All-wheel Drive ,21–30,Gasoline Fuel ,6-Speed M/T,168.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,0,3,3
2147,2021 Toyota Tacoma TRD Sport,46999.0,9842, Four-wheel Drive ,18–22,Gasoline ,6-Speed Automatic,3.5L V6 24V PDI DOHC,30519,0,1
2148,2018 Lexus RX 350 ,42900.0,13078, All-wheel Drive ,19–26,Gasoline ,8-Speed Automatic,3.5L V6 24V GDI DOHC,94596,0,1
2149,2020 Honda Accord LX 1.5T,27965.0,75618, Front-wheel Drive ,30–38,Gasoline ,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,22191,3,3
2150,2020 Mazda CX-5 Grand Touring,28995.0,34266, All-wheel Drive ,24–30,Gasoline ,6-Speed Automatic,2.5L I4 16V GDI DOHC,7644,0,1
2151,2014 Jeep Grand Cherokee Limited,16000.0,144420, Four-wheel Drive ,17–24,E85 Flex Fuel ,8-Speed Automatic,3.6L V6 24V MPFI DOHC Flexible Fuel,28054,0,1
2152,2018 Nissan Sentra SV,13991.0,45616, Front-wheel Drive ,29–37,Gasoline ,Automatic CVT,1.8L I4 16V MPFI DOHC,33134,1,1
2153,2018 Honda Accord Sport,24590.0,75407, Front-wheel Drive ,29–35,Gasoline ,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,21784,1,1
2154,2014 Land Rover Range Rover Evoque Pure Plus,25895.0,57760, Four-wheel Drive ,21–30,Gasoline ,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,60445,0,1
2155,2019 Ford Fusion Energi Titanium,26497.0,19524, Front-wheel Drive ,None,Hybrid ,Automatic CVT,2.0L I4 16V MPFI DOHC Hybrid,33157,1,1
2156,2021 Mazda Mazda3 FWD w/Select Package,19388.0,13725, Front-wheel Drive ,26–35,Gasoline ,6-Speed Automatic,2.5L I4 16V GDI DOHC,33411,1,1
2157,2019 Ford F-150 XLT,34388.0,85753, Four-wheel Drive ,18–23,Gasoline ,10-Speed Automatic,2.7L V6 24V PDI DOHC Twin Turbo,45895,0,0
2158,2020 GMC Sierra 1500 Base,32998.0,28583, Rear-wheel Drive ,16–21,Gasoline ,6-Speed Automatic,5.3L V8 16V GDI OHV,32124,3,3
2159,2011 Nissan Sentra 2.0 SR,4995.0,180000, Front-wheel Drive ,27–34,Gasoline ,AUTOMATIC,2.0L DOHC 16-valve SMPI I4 engine,14623,3,3
2160,2019 Cadillac Escalade ESV Platinum,75450.0,18815, Four-wheel Drive ,14–21,Gasoline ,Automatic,8 Cylinder Engine,98444,3,3
2161,2019 Mercedes-Benz E-Class E 450,47007.0,20876, All-wheel Drive ,20–28,Gasoline ,9-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo,32839,1,1
2162,2022 Chevrolet Tahoe Z71,76481.0,32537, Four-wheel Drive ,15–20,Gasoline ,10-Speed Automatic,5.3L V8 16V GDI OHV,75209,1,1
2163,2021 Chevrolet Tahoe LT,56490.0,28726, Rear-wheel Drive ,16–20,Gasoline ,10-Speed Automatic,5.3L V8 16V GDI OHV,33143,1,1
2164,2020 Kia Telluride SX,45166.0,38371, Front-wheel Drive ,20–26,Gasoline ,8-Speed Automatic,3.8L V6 24V GDI DOHC,75080,1,1
2165,2015 Mazda Mazda3 i Touring,12800.0,127133, Front-wheel Drive ,30–41,Gasoline ,6-Speed Automatic,2.0L I4 16V GDI DOHC,92655,1,1
2166,2022 Lexus GX 460 Luxury,65900.0,4771, Four-wheel Drive ,None,Gasoline ,6-Speed Automatic with Sequential Shift,4.6L V8 32V MPFI DOHC,94596,3,3
2167,2021 Lexus RX 450hL Luxury,64970.0,14837, All-wheel Drive ,29–28,Hybrid ,Automatic CVT,3.5L V6 24V PDI DOHC Hybrid,34474,3,3
2168,2019 Cadillac XT5 Luxury,33937.0,37447, All-wheel Drive ,18–25,Gasoline ,8-Speed Automatic,3.6L V6 24V GDI DOHC,14075,1,1
2169,2019 Honda Ridgeline RTL-E,36250.0,32510, All-wheel Drive ,18–25,Gasoline ,6-Speed Automatic,3.5L V6 24V GDI SOHC,8857,3,3
2170,2010 BMW 328 i,14900.0,44985, Rear-wheel Drive ,18–28,Gasoline ,6-Speed Automatic,3.0L I6 24V MPFI DOHC,28105,1,1
2171,2019 BMW M5 Competition,87880.0,36898, All-wheel Drive ,15–21,Gasoline ,8-Speed Automatic,4.4L V8 32V GDI DOHC Twin Turbo,98133,1,1
2172,2018 Nissan Rogue SV,20939.0,60127, All-wheel Drive ,25–32,Gasoline ,Automatic CVT,2.5L I4 16V MPFI DOHC,21162,0,1
2173,2005 GMC Yukon Denali,12900.0,87000, All-wheel Drive ,13–17,Gasoline ,Automatic,"Engine, Vortec 6000 V8 SFI (335 HP [249.8 kW] @ 5200 rpm, 375 lb",19606,3,3
2174,2018 Ford F-150 Lariat,41000.0,48906, Four-wheel Drive ,19–24,Gasoline ,10-Speed Automatic,5.0L V8 32V PDI DOHC,21162,0,0
2175,2018 Ford F-150 Lariat,36992.0,66170, 4WD ,19–24,Gasoline ,10-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo,75078,0,0
2176,2006 BMW 750 Li,11685.0,74622, Rear-wheel Drive ,17–25,Gasoline ,6-Speed Automatic,4.8L V8 32V MPFI DOHC,98002,0,1
2177,2019 Lexus RX 350 ,36998.0,57018, Front-wheel Drive ,20–28,Gasoline ,8-Speed Automatic,3.5L V6 24V PDI DOHC,94538,3,3
2178,2020 GMC Terrain SLE,27500.0,25774, Front-wheel Drive ,26–30,Gasoline ,9-Speed Automatic,1.5L I4 16V GDI DOHC Turbo,72210,0,1
2179,2019 Acura MDX 3.5L w/Technology Package,32900.0,16476, All-wheel Drive ,19–26,Gasoline ,9-Speed Automatic,3.5L V6 24V GDI SOHC,7205,1,1
2180,2019 Toyota Camry LE,27482.0,17620, Front-wheel Drive ,28–39,Gasoline ,8-Speed Automatic,2.5L I4 16V PDI DOHC,2339,3,3
2181,2002 Ford Thunderbird Deluxe,17999.0,43727, Rear-wheel Drive ,17–23,Gasoline ,5-Speed Automatic,3.9L V8 32V MPFI DOHC,98036,3,3
2182,2016 Mercedes-Benz E-Class E 350 4MATIC,26495.0,45443, All-wheel Drive ,20–28,Gasoline ,7-Speed Automatic,3.5L V6 24V GDI DOHC,22182,3,3
2183,2020 Toyota RAV4 LE,29994.0,22495, All-wheel Drive ,27–34,Gasoline ,8-Speed Automatic,2.5L I4 16V PDI DOHC,19111,1,1
2184,2019 Lincoln Nautilus Reserve,36900.0,34743, Front-wheel Drive ,21–26,Gasoline ,Automatic,Intercooled Turbo Premium Unleaded I-4 2.0 L/122,34788,1,1
2185,2018 BMW 540 i xDrive,38995.0,25061, All-wheel Drive ,20–29,Gasoline ,8-SPEED A/T,Straight 6 Cylinder Engine,11433,3,3
2186,2018 Mercedes-Benz C-Class C 300 4MATIC,25950.0,37823, All-wheel Drive ,23–32,Gasoline ,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,10466,3,3
2187,2019 GMC Sierra 1500 1500 ELEVATION,43999.0,52697, Four-wheel Drive ,None,Gasoline ,Automatic,5.3L V8 16V OHV,98037,0,0
2188,2020 Jeep Cherokee Latitude Plus,25732.0,51757, Front-wheel Drive ,22–31,Gasoline ,9-Speed Automatic,2.4L I4 16V MPFI SOHC,32720,1,1
2189,2005 Ford Excursion Limited,28500.0,193370, Four-wheel Drive ,None,Diesel ,5-Speed Automatic,6.0L V8 32V DDI OHV Turbo Diesel,98036,1,1
2190,2004 Ford Excursion Limited,17991.0,212288, Four-wheel Drive ,None,Diesel ,5-Speed Automatic,6.0L V8 32V DDI OHV Turbo Diesel,98036,3,3
2191,2012 Porsche Panamera 4,23995.0,112665, All-wheel Drive ,18–27,Gasoline ,7-SPEED A/T,V6 Cylinder Engine,45241,0,0
2192,2018 Chevrolet Trax LT,18203.0,51221, Front-wheel Drive ,25–33,Gasoline ,6-Speed Automatic,1.4L I4 16V MPFI DOHC Turbo,77034,3,3
2193,2013 Toyota Highlander Limited,21900.0,82201, All-wheel Drive ,17–22,Gasoline ,5-Speed Automatic,3.5L V6 24V MPFI DOHC,21704,0,1
2194,2019 Ford Mustang Bullitt,48488.0,11025, Rear-wheel Drive ,15–24,Gasoline ,6-Speed Manual,5.0L V8 32V PDI DOHC,6108,0,1
2195,2017 Audi Q7 3.0T Prestige,34999.0,80263, All-wheel Drive ,19–25,Gasoline ,8-Speed Automatic,3.0L V6 24V GDI DOHC Supercharged,30265,3,3
2196,2016 Chevrolet Corvette Stingray Z51,55723.0,21420, Rear-wheel Drive ,17–29,Gasoline ,8-Speed Automatic,6.2L V8 16V GDI OHV,53115,3,3
2197,2016 Chevrolet Corvette Stingray Z51,55723.0,21420, Rear-wheel Drive ,17–29,Gasoline ,8-Speed Automatic,6.2L V8 16V GDI OHV,53115,3,3
2198,2014 Acura RDX Technology,19995.0,80340, All-wheel Drive ,19–27,Gasoline ,6-Speed Automatic,3.5L V6 24V MPFI SOHC,96002,0,1
2199,2017 Lexus GX 460 Base,40398.0,10970, Four-wheel Drive ,15–18,Gasoline ,6-Speed Automatic,4.6L V8 32V MPFI DOHC,98005,0,0
2200,2020 Buick Encore Preferred,28776.0,28773, All-wheel Drive ,24–29,Gasoline ,6-SPEED A/T,4 Cylinder Engine,0,3,3
2201,2018 Toyota RAV4 LE,24775.0,40168, All-wheel Drive ,22–28,Gasoline ,6-Speed Automatic,2.5L I4 16V MPFI DOHC,60195,3,3
2202,2011 Honda CR-V SE,12000.0,148873, Four-wheel Drive ,21–27,Gasoline ,5-Speed Automatic,2.4L I4 16V MPFI DOHC,37027,3,3
2203,2019 Mercedes-Benz GLS 450 Base 4MATIC,52495.0,50246, All-wheel Drive ,16–22,Gasoline ,9-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo,1803,3,3
2204,2020 Mercedes-Benz A-Class A 220,37998.0,22555, Front-wheel Drive ,24–35,Gasoline ,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,91502,3,3
2205,2015 Chevrolet Tahoe LTZ,28995.0,109130, Four-wheel Drive ,16–22,Gasoline ,6-Speed Automatic,5.3L V8 16V GDI OHV,7305,3,3
2206,2018 Mercedes-Benz GLA 250 Base 4MATIC,34998.0,17990, All-wheel Drive ,23–31,E85 Flex Fuel ,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo Flexible Fuel,34474,3,3
2207,2015 Ford F-150 Platinum,37950.0,64245, Four-wheel Drive ,15–21,Gasoline ,6-Speed Automatic,3.5L V6 24V GDI DOHC Twin Turbo,23235,1,1
2208,2022 Mercedes-Benz AMG GT 43 AMG GT 43,95423.0,2270, All-wheel Drive ,19–25,Hybrid ,Automatic,Intercooled Turbo Gas/Electric I-6 3.0 L/183,34474,0,1
2209,2022 Mercedes-Benz GLS 450 4MATIC,91999.0,6803, All-wheel Drive ,18–24,Gasoline ,9-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,60169,1,1
2210,2020 Toyota Tundra 1794,49825.0,42237, Four-wheel Drive ,13–17,Gasoline ,Automatic,Regular Unleaded V-8 5.7 L/346,46060,1,1
2211,2015 Volkswagen Tiguan Auto S,16999.0,64099, Front-wheel Drive ,21–26,Gasoline ,6-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,98133,0,1
2212,2007 Dodge Sprinter 2500,23995.0,134877, Rear-wheel Drive ,0,Gasoline ,5-SPEED A/T,V6 Cylinder Engine,98037,3,3
2213,2020 Audi A5 2.0T Premium,42995.0,17497, All-wheel Drive ,24–32,Gasoline ,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,32822,1,1
2214,2020 Land Rover Range Rover Velar S,51500.0,19564, Four-wheel Drive ,21–27,Gasoline ,Automatic,I4,85251,1,1
2215,2020 Chevrolet Tahoe LT,39995.0,62362, Four-wheel Drive ,15–21,Gasoline ,6-Speed Automatic,5.3L V8 16V GDI OHV,20110,3,3
2216,2021 Chevrolet Silverado 1500 Custom Trail Boss,43900.0,19918, Four-wheel Drive ,15–20,Gasoline ,6-Speed Automatic,5.3L V8 16V GDI OHV,48439,1,1
2217,2019 Audi Q5 2.0T Premium Plus,42888.0,11813, All-wheel Drive ,22–27,Gasoline ,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,98037,1,1
2218,2018 Audi A7 3.0T Prestige,49995.0,15814, All-wheel Drive ,20–29,Gasoline ,8-Speed Automatic,3.0L V6 24V GDI DOHC Supercharged,22182,3,3
2219,2021 Subaru Crosstrek Premium,23900.0,10102, All-wheel Drive ,28–33,Gasoline ,Automatic,Engine: 2.0L DOHC,53110,3,3
2220,2020 Hyundai Tucson Ultimate,30478.0,26574, All-wheel Drive ,21–26,Gasoline ,6-Speed Automatic,2.4L I4 16V GDI DOHC,15601,1,1
2221,2019 Cadillac XT5 Luxury,33742.0,42851, All-wheel Drive ,18–25,Gasoline ,8-Speed Automatic,3.6L V6 24V GDI DOHC,14127,3,3
2222,2021 Jeep Wrangler Sport S,49500.0,10500, Four-wheel Drive ,20–24,Diesel Fuel ,8-Speed A/T,260.0HP 3.0L V6 Cylinder Engine Diesel Fuel,0,3,3
2223,2015 Lexus LS 460 Base,32991.0,34295, All-wheel Drive ,16–23,Gasoline ,8-Speed Automatic,4.6L V8 32V PDI DOHC,44111,0,1
2224,2017 Chevrolet Cruze LT,16088.0,80651, Front-wheel Drive ,30–40,Gasoline ,6-Speed Automatic,1.4L I4 16V GDI DOHC Turbo,53073,0,1
2225,2021 Toyota C-HR XLE,31995.0,4296, Front-wheel Drive ,27–31,Gasoline ,Automatic CVT,2.0L I4 16V MPFI DOHC,98057,1,1
2226,2021 RAM 1500 Laramie,49338.0,19310, Four-wheel Drive ,19–24,Gasoline ,8-Speed Automatic,5.7L V8 16V MPFI OHV,48313,1,1
2227,2021 RAM 2500 Limited,75597.0,16449, Four-wheel Drive ,None,Gasoline ,Automatic,6.4L V8 16V MPFI OHV,64601,3,3
2228,2019 Mercedes-Benz C-Class C 300 4MATIC,34995.0,28363, All-wheel Drive ,22–33,Gasoline ,Automatic,Intercooled Turbo Premium Unleaded I-4 2.0 L/121,98037,1,1
2229,2020 Ford F-150 Raptor,65962.0,30001, Four-wheel Drive ,15–18,Gasoline ,10-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo,61738,3,3
2230,2020 Ford Ranger XLT,37995.0,11350, 4WD ,20–24,Gasoline ,10-Speed Automatic,2.3L I4 16V GDI DOHC Turbo,48095,1,0
2231,2020 Honda Pilot LX,14995.0,26066, Front-wheel Drive ,19–27,Gasoline ,6-Speed Automatic,3.5L V6 24V GDI SOHC,33054,3,3
2232,2021 Porsche Macan S,67997.0,18014, All-wheel Drive ,18–24,Gasoline ,7-Speed Automatic with Auto-Shift,3.0L V6 24V GDI DOHC Turbo,30360,0,0
2233,2011 Land Rover Range Rover Sport HSE,12999.0,138637, Four-wheel Drive ,13–18,Gasoline ,6-Speed Automatic,5.0L V8 32V GDI DOHC,30039,0,1
2234,2011 Ford Edge Limited,14895.0,64251, Front-wheel Drive ,19–26,Gasoline ,6-Speed Automatic,3.5L V6 24V MPFI DOHC,21122,1,1
2235,2019 GMC Yukon SLT,56495.0,22082, Rear-wheel Drive ,15–22,Gasoline ,Automatic,5.3L V8 16V GDI OHV,32817,3,3
2236,2019 BMW 430 Gran Coupe i xDrive,37988.0,21857, All-wheel Drive ,23–33,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,76051,1,1
